invoice_id,branch_id,created_at,updated_at,status,shipping_status,subtotal,invoice_discount,total_amount,amount_paid,salesperson_name,customer_id,note
HD105044,PTK06,2024-01-31 17:07:04,,Hoàn thành,,178000,0,178000,178000,DIÊM HƯƠNG,,
HD105043,PTK06,2024-01-31 17:06:41,,Hoàn thành,,805000,0,805000,805000,DIÊM HƯƠNG,chú nhung,
HD105042,PTK06,2024-01-31 17:06:17,,Hoàn thành,,284000,0,284000,284000,DIÊM HƯƠNG,KH000135,
HD105041,PTK06,2024-01-31 17:06:03,,Hoàn thành,,65000,0,65000,65000,DIÊM HƯƠNG,KH000113,
HD105040,PTK06,2024-01-31 17:05:55,,Hoàn thành,,125000,0,125000,125000,DIÊM HƯƠNG,KH000502,trả quà bcc 1 ca đá
HD105039,PTK06,2024-01-31 17:05:47,,Hoàn thành,,115000,0,115000,115000,DIÊM HƯƠNG,KH001312,
HD105038,PTK06,2024-01-31 17:05:38,,Hoàn thành,,160000,0,160000,160000,DIÊM HƯƠNG,,
HD105037,PTK06,2024-01-31 17:05:29,,Hoàn thành,,380000,0,380000,380000,DIÊM HƯƠNG,KH002942,
HD105036,PTK06,2024-01-31 17:05:18,,Hoàn thành,,475000,0,475000,475000,DIÊM HƯƠNG,KH001548,
HD105035,PTK06,2024-01-31 17:05:04,,Hoàn thành,,48000,0,48000,48000,DIÊM HƯƠNG,KH000666,
HD105034,PTK06,2024-01-31 17:04:52,,Hoàn thành,,210000,0,210000,210000,DIÊM HƯƠNG,,xịt trái chanh bị vàng+ thúi trái non
HD105033,PTK06,2024-01-31 17:04:09,,Hoàn thành,,145000,0,145000,145000,DIÊM HƯƠNG,KH002211,
HD105032,PTK06,2024-01-31 16:57:56,,Hoàn thành,,13000,0,13000,13000,DIÊM HƯƠNG,,
HD105027,PTK06,2024-01-31 16:46:26,,Hoàn thành,,63000,0,63000,63000,DIÊM HƯƠNG,,
HD105026,PTK06,2024-01-31 16:40:57,,Hoàn thành,,495000,0,495000,495000,DIÊM HƯƠNG,,
HD105024,PTK06,2024-01-31 16:39:05,,Hoàn thành,,141000,0,141000,141000,DIÊM HƯƠNG,,
HD105022,PTK06,2024-01-31 16:33:59,,Hoàn thành,,136000,0,136000,136000,DIÊM HƯƠNG,KH002351,
HD105017,PTK06,2024-01-31 16:28:42,,Hoàn thành,,204000,0,204000,204000,DIÊM HƯƠNG,KH002210,
HD105013,PTK06,2024-01-31 16:20:49,,Hoàn thành,,26000,0,26000,26000,DIÊM HƯƠNG,,
HD105009,PTK06,2024-01-31 16:09:24,,Hoàn thành,,380000,0,380000,380000,DIÊM HƯƠNG,KH000747,
HD105008,PTK06,2024-01-31 16:08:25,,Hoàn thành,,30000,0,30000,30000,DIÊM HƯƠNG,,
HD105005,PTK06,2024-01-31 15:53:36,,Hoàn thành,,165000,0,165000,165000,DIÊM HƯƠNG,,
HD104996,PTK06,2024-01-31 15:31:00,,Hoàn thành,,850000,0,850000,850000,DIÊM HƯƠNG,KH000929,
HD104990,PTK06,2024-01-31 15:26:39,,Hoàn thành,,16000,0,16000,16000,DIÊM HƯƠNG,KH000927,nợ
HD104988,PTK06,2024-01-31 15:19:12,,Hoàn thành,,805000,0,805000,805000,DIÊM HƯƠNG,KH000734,
HD104986,PTK06,2024-01-31 15:13:35,,Hoàn thành,,165000,0,165000,165000,DIÊM HƯƠNG,,
HD104982,PTK06,2024-01-31 14:56:35,,Hoàn thành,,35000,0,35000,35000,DIÊM HƯƠNG,KH002418,
HD104976,PTK06,2024-01-31 14:51:21,,Hoàn thành,,190000,0,190000,190000,DIÊM HƯƠNG,,
HD104974,PTK06,2024-01-31 14:49:47,,Hoàn thành,,380000,0,380000,380000,DIÊM HƯƠNG,KH003047,
HD104961,PTK06,2024-01-31 14:05:33,,Hoàn thành,,645000,0,645000,645000,DIÊM HƯƠNG,KH004114,
HD104960,PTK06,2024-01-31 14:05:22,,Hoàn thành,,690000,0,690000,690000,DIÊM HƯƠNG,KH000786,giao hàng thu tiền
HD104958,PTK06,2024-01-31 14:00:27,,Hoàn thành,,115000,0,115000,115000,DIÊM HƯƠNG,,
HD104956,PTK06,2024-01-31 13:56:21,,Hoàn thành,,170000,0,170000,170000,DIÊM HƯƠNG,KH003290,
HD104954,PTK06,2024-01-31 13:53:39,,Hoàn thành,,725000,0,725000,725000,DIÊM HƯƠNG,KH000555,
HD104951,PTK06,2024-01-31 13:38:17,,Hoàn thành,,45000,0,45000,45000,DIÊM HƯƠNG,,
HD104944,PTK06,2024-01-31 13:12:47,,Hoàn thành,,290000,0,290000,290000,DIÊM HƯƠNG,,
HD104943,PTK06,2024-01-31 13:06:21,,Hoàn thành,,70000,0,70000,70000,DIÊM HƯƠNG,KH002723,
HD104941,PTK06,2024-01-31 13:02:48,,Hoàn thành,,60000,0,60000,60000,DIÊM HƯƠNG,chú nhung,
HD104933,PTK06,2024-01-31 12:59:19,,Hoàn thành,,2800000,0,2800000,2800000,DIÊM HƯƠNG,chú nhung,"đã thu đủ tiền
gửi kho 10 nao hữu cơ
đã lấy 1 can đạm tôm"
HD104932,PTK06,2024-01-31 12:58:25,,Hoàn thành,,52000,0,52000,52000,DIÊM HƯƠNG,KH000536,
HD104924,PTK06,2024-01-31 12:02:28,,Hoàn thành,,645000,0,645000,645000,DIÊM HƯƠNG,KH000172,giao hàng thu tiền
HD104923,PTK06,2024-01-31 11:56:32,,Hoàn thành,,295000,0,295000,295000,DIÊM HƯƠNG,KH004119,
HD104920,PTK06,2024-01-31 11:39:21,,Hoàn thành,,1015000,0,1015000,1015000,DIÊM HƯƠNG,KH004116,giao hàng thu tiền
HD104919,PTK06,2024-01-31 11:35:46,,Hoàn thành,,495000,0,495000,495000,DIÊM HƯƠNG,KH000370,đã thu đủ tiền
HD104918,PTK06,2024-01-31 11:32:15,,Hoàn thành,,12000,0,12000,12000,DIÊM HƯƠNG,,
HD104917,PTK06,2024-01-31 11:30:30,,Hoàn thành,,83000,0,83000,83000,DIÊM HƯƠNG,,
HD104914,PTK06,2024-01-31 11:10:47,,Hoàn thành,,141000,0,141000,141000,DIÊM HƯƠNG,,
HD104908,PTK06,2024-01-31 10:36:02,,Hoàn thành,,180000,0,180000,180000,DIÊM HƯƠNG,KH001186,
HD104901,PTK06,2024-01-31 10:23:27,,Hoàn thành,,118000,0,118000,118000,DIÊM HƯƠNG,,
HD104899,PTK06,2024-01-31 10:22:06,,Hoàn thành,,233000,0,233000,233000,DIÊM HƯƠNG,,
HD104898,PTK06,2024-01-31 10:16:29,,Hoàn thành,,147000,0,147000,147000,DIÊM HƯƠNG,,
HD104894,PTK06,2024-01-31 09:52:59,,Hoàn thành,,704000,0,704000,704000,DIÊM HƯƠNG,KH001045,
HD104892,PTK06,2024-01-31 09:49:06,,Hoàn thành,,41000,0,41000,41000,DIÊM HƯƠNG,,
HD104890,PTK06,2024-01-31 09:36:20,,Hoàn thành,,80000,0,80000,80000,DIÊM HƯƠNG,,
HD104889,PTK06,2024-01-31 09:34:48,,Hoàn thành,,199000,0,199000,199000,DIÊM HƯƠNG,,
HD104883,PTK06,2024-01-31 09:29:04,,Hoàn thành,,229000,0,229000,229000,DIÊM HƯƠNG,KH000113,
HD104880,PTK06,2024-01-31 09:24:20,,Hoàn thành,,330000,0,330000,330000,DIÊM HƯƠNG,KH000663,nợ
HD104870,PTK06,2024-01-31 09:13:41,,Hoàn thành,,45000,0,45000,45000,DIÊM HƯƠNG,,
HD104867,PTK06,2024-01-31 08:49:34,,Hoàn thành,,111000,0,111000,111000,DIÊM HƯƠNG,KH001634,
HD104866,PTK06,2024-01-31 08:44:26,,Hoàn thành,,547000,0,547000,547000,DIÊM HƯƠNG,KH002633,
HD104864,PTK06,2024-01-31 08:35:52,,Hoàn thành,,650000,0,650000,650000,DIÊM HƯƠNG,KH004054,
HD104863,PTK06,2024-01-31 08:34:08,,Hoàn thành,,495000,0,495000,495000,DIÊM HƯƠNG,,
HD104862,PTK06,2024-01-31 08:29:54,,Hoàn thành,,138000,0,138000,138000,DIÊM HƯƠNG,KH004020,
HD104859,PTK06,2024-01-31 08:16:43,,Hoàn thành,,495000,0,495000,495000,DIÊM HƯƠNG,,
HD104853,PTK06,2024-01-31 08:00:22,,Hoàn thành,,180000,0,180000,180000,DIÊM HƯƠNG,,
HD104851,PTK06,2024-01-31 07:48:16,,Hoàn thành,,34000,0,34000,34000,DIÊM HƯƠNG,,
HD104848,PTK06,2024-01-31 07:41:43,,Hoàn thành,,20000,0,20000,20000,DIÊM HƯƠNG,,
HD104846,PTK06,2024-01-31 07:41:25,,Hoàn thành,,280000,0,280000,280000,DIÊM HƯƠNG,,
HD104841,PTK06,2024-01-31 07:34:38,,Hoàn thành,,20000,0,20000,20000,DIÊM HƯƠNG,,
HD104840,PTK06,2024-01-31 07:34:26,,Hoàn thành,,230000,0,230000,230000,DIÊM HƯƠNG,,
HD104839,PTK06,2024-01-31 07:29:17,,Hoàn thành,,395000,0,395000,395000,DIÊM HƯƠNG,KH004115,
HD104838,PTK06,2024-01-31 07:20:19,,Hoàn thành,,495000,0,495000,495000,DIÊM HƯƠNG,KH004114,
HD104837,PTK06,2024-01-31 07:18:46,,Hoàn thành,,410000,0,410000,410000,DIÊM HƯƠNG,KH000071,
HD104829,PTK06,2024-01-31 07:03:14,,Hoàn thành,,68000,0,68000,68000,DIÊM HƯƠNG,,
HD104828,PTK06,2024-01-31 07:01:28,,Hoàn thành,,125000,0,125000,125000,DIÊM HƯƠNG,KH004113,
HD104825,PTK06,2024-01-31 06:54:26,,Hoàn thành,,145000,0,145000,145000,DIÊM HƯƠNG,,
HD104824,PTK06,2024-01-31 06:54:17,,Hoàn thành,,95000,0,95000,95000,DIÊM HƯƠNG,,
HD104822,PTK06,2024-01-31 06:46:03,,Hoàn thành,,95000,0,95000,95000,DIÊM HƯƠNG,,
HD104820,PTK06,2024-01-31 06:41:18,,Hoàn thành,,115000,0,115000,115000,DIÊM HƯƠNG,,
HD104819,PTK06,2024-01-31 06:41:09,,Hoàn thành,,349000,0,349000,349000,DIÊM HƯƠNG,,
HD104817,PTK06,2024-01-31 06:31:30,,Hoàn thành,,555000,0,555000,555000,DIÊM HƯƠNG,,
HD104816,PTK06,2024-01-31 06:25:32,,Hoàn thành,,55000,0,55000,55000,DIÊM HƯƠNG,,
HD104815,PTK06,2024-01-31 06:22:55,,Hoàn thành,,56000,0,56000,56000,DIÊM HƯƠNG,,
HD104814,PTK06,2024-01-30 17:46:06,,Hoàn thành,,95000,0,95000,95000,DIÊM HƯƠNG,,
HD104813,PTK06,2024-01-30 17:45:49,,Hoàn thành,,68000,0,68000,68000,DIÊM HƯƠNG,,
HD104812,PTK06,2024-01-30 17:45:33,,Hoàn thành,,170000,0,170000,170000,DIÊM HƯƠNG,KH000826,
HD104811,PTK06,2024-01-30 17:45:04,,Hoàn thành,,200000,0,200000,200000,DIÊM HƯƠNG,KH000936,đã thu đủ tiền
HD104810,PTK06,2024-01-30 17:35:16,,Hoàn thành,,75000,0,75000,75000,DIÊM HƯƠNG,,
HD104809,PTK06,2024-01-30 17:33:13,,Hoàn thành,,180000,0,180000,180000,DIÊM HƯƠNG,,
HD104808,PTK06,2024-01-30 17:25:14,,Hoàn thành,,40000,0,40000,40000,DIÊM HƯƠNG,,
HD104807,PTK06,2024-01-30 17:12:35,,Hoàn thành,,240000,0,240000,240000,DIÊM HƯƠNG,,
HD104806,PTK06,2024-01-30 17:05:16,,Hoàn thành,,40000,0,40000,40000,DIÊM HƯƠNG,,
HD104805,PTK06,2024-01-30 17:00:17,,Hoàn thành,,31000,0,31000,31000,DIÊM HƯƠNG,,
HD104804,PTK06,2024-01-30 16:49:55,,Hoàn thành,,500000,0,500000,500000,DIÊM HƯƠNG,,
HD104802,PTK06,2024-01-30 16:41:40,,Hoàn thành,,100000,0,100000,100000,DIÊM HƯƠNG,,
HD104801,PTK06,2024-01-30 16:38:56,,Hoàn thành,,120000,0,120000,120000,DIÊM HƯƠNG,,
HD104796,PTK06,2024-01-30 16:34:28,,Hoàn thành,,135000,0,135000,135000,DIÊM HƯƠNG,,
HD104784,PTK06,2024-01-30 16:04:40,,Hoàn thành,,14000,0,14000,14000,DIÊM HƯƠNG,,
HD104781,PTK06,2024-01-30 16:01:51,,Hoàn thành,,82000,0,82000,82000,DIÊM HƯƠNG,,
HD104780,PTK06,2024-01-30 16:01:33,,Hoàn thành,,384500,0,384500,384500,DIÊM HƯƠNG,KH001609,
HD104776,PTK06,2024-01-30 15:56:32,,Hoàn thành,,40000,0,40000,40000,DIÊM HƯƠNG,,
HD104775,PTK06,2024-01-30 15:55:24,,Hoàn thành,,98000,0,98000,98000,DIÊM HƯƠNG,,
HD104772,PTK06,2024-01-30 15:50:30,,Hoàn thành,,80000,0,80000,80000,DIÊM HƯƠNG,,
HD104771,PTK06,2024-01-30 15:47:05,,Hoàn thành,,109000,0,109000,109000,DIÊM HƯƠNG,,
HD104769,PTK06,2024-01-30 15:43:04,,Hoàn thành,,50000,0,50000,50000,DIÊM HƯƠNG,,
HD104764,PTK06,2024-01-30 15:23:15,,Hoàn thành,,621000,0,621000,621000,DIÊM HƯƠNG,KH001557,
HD104761,PTK06,2024-01-30 15:20:36,,Hoàn thành,,450000,0,450000,450000,DIÊM HƯƠNG,KH000555,
HD104759,PTK06,2024-01-30 15:13:45,,Hoàn thành,,700000,0,700000,700000,DIÊM HƯƠNG,KH000039,
HD104757,PTK06,2024-01-30 15:12:52,,Hoàn thành,,228000,0,228000,228000,DIÊM HƯƠNG,KH000713,
HD104756,PTK06,2024-01-30 15:12:32,,Hoàn thành,,230000,0,230000,230000,DIÊM HƯƠNG,,
HD104755,PTK06,2024-01-30 15:12:19,,Hoàn thành,,16000,0,16000,16000,DIÊM HƯƠNG,,
HD104754,PTK06,2024-01-30 15:12:09,,Hoàn thành,,10000,0,10000,10000,DIÊM HƯƠNG,,
HD104753,PTK06,2024-01-30 15:11:51,,Hoàn thành,,123000,0,123000,123000,DIÊM HƯƠNG,,
HD104751,PTK06,2024-01-30 15:09:19,,Hoàn thành,,338000,0,338000,338000,DIÊM HƯƠNG,KH000796,
HD104746,PTK06,2024-01-30 15:04:41,,Hoàn thành,,658000,0,658000,658000,DIÊM HƯƠNG,,
HD104729,PTK06,2024-01-30 14:40:24,,Hoàn thành,,35000,0,35000,35000,DIÊM HƯƠNG,,
HD104726,PTK06,2024-01-30 14:36:06,,Hoàn thành,,34000,0,34000,34000,DIÊM HƯƠNG,,
HD104721,PTK06,2024-01-30 14:14:47,,Hoàn thành,,585000,0,585000,585000,DIÊM HƯƠNG,,
HD104710,PTK06,2024-01-30 13:53:42,,Hoàn thành,,12000,0,12000,12000,DIÊM HƯƠNG,,
HD104705,PTK06,2024-01-30 13:41:43,,Hoàn thành,,28000,0,28000,28000,DIÊM HƯƠNG,KH001205,
HD104703,PTK06,2024-01-30 13:40:57,,Hoàn thành,,110000,0,110000,110000,DIÊM HƯƠNG,,
HD104702,PTK06,2024-01-30 13:37:16,,Hoàn thành,,10000,0,10000,10000,DIÊM HƯƠNG,,
HD104698,PTK06,2024-01-30 13:25:12,,Hoàn thành,,330000,0,330000,330000,DIÊM HƯƠNG,KH003473,
HD104697,PTK06,2024-01-30 13:20:13,,Hoàn thành,,255000,0,255000,255000,DIÊM HƯƠNG,,
HD104696,PTK06,2024-01-30 13:13:29,,Hoàn thành,,161000,0,161000,161000,DIÊM HƯƠNG,KH003632,
HD104695,PTK06,2024-01-30 12:41:42,,Hoàn thành,,75000,0,75000,75000,DIÊM HƯƠNG,,
HD104694,PTK06,2024-01-30 12:39:40,,Hoàn thành,,115000,0,115000,115000,DIÊM HƯƠNG,,
HD104690,PTK06,2024-01-30 12:17:47,,Hoàn thành,,23000,0,23000,23000,DIÊM HƯƠNG,,
HD104689,PTK06,2024-01-30 12:13:07,,Hoàn thành,,70000,0,70000,70000,DIÊM HƯƠNG,KH004087,
HD104688,PTK06,2024-01-30 12:01:43,,Hoàn thành,,15000,0,15000,15000,DIÊM HƯƠNG,,
HD104685,PTK06,2024-01-30 11:53:53,,Hoàn thành,,209000,0,209000,209000,DIÊM HƯƠNG,,
HD104681,PTK06,2024-01-30 11:35:57,,Hoàn thành,,160000,0,160000,160000,DIÊM HƯƠNG,KH004109,
HD104680,PTK06,2024-01-30 11:33:27,,Hoàn thành,,774000,0,774000,774000,DIÊM HƯƠNG,KH004109,
HD104676,PTK06,2024-01-30 11:24:47,,Hoàn thành,,67000,0,67000,67000,DIÊM HƯƠNG,,
HD104675,PTK06,2024-01-30 11:07:45,,Hoàn thành,,70000,0,70000,70000,DIÊM HƯƠNG,,
HD104674,PTK06,2024-01-30 11:03:44,,Hoàn thành,,90000,0,90000,90000,DIÊM HƯƠNG,,
HD104671,PTK06,2024-01-30 11:01:08,,Hoàn thành,,190000,0,190000,190000,DIÊM HƯƠNG,,
HD104668,PTK06,2024-01-30 10:43:06,,Hoàn thành,,145000,0,145000,145000,DIÊM HƯƠNG,,
HD104664,PTK06,2024-01-30 10:23:37,,Hoàn thành,,655000,0,655000,655000,DIÊM HƯƠNG,KH003345,
HD104661,PTK06,2024-01-30 10:20:27,,Hoàn thành,,75000,0,75000,75000,DIÊM HƯƠNG,,
HD104659,PTK06,2024-01-30 10:17:29,,Hoàn thành,,2440000,0,2440000,2440000,DIÊM HƯƠNG,KH000456,giao hàng thu tiền
HD104653,PTK06,2024-01-30 09:59:10,,Hoàn thành,,45000,0,45000,45000,DIÊM HƯƠNG,,
HD104652,PTK06,2024-01-30 09:58:06,,Hoàn thành,,46000,0,46000,46000,DIÊM HƯƠNG,,
HD104651,PTK06,2024-01-30 09:55:59,,Hoàn thành,,1335000,0,1335000,1335000,DIÊM HƯƠNG,KH000154,giao hàng thu tiền
HD104648,PTK06,2024-01-30 09:36:33,,Hoàn thành,,130000,0,130000,130000,DIÊM HƯƠNG,,
HD104644,PTK06,2024-01-30 09:21:38,,Hoàn thành,,610000,0,610000,610000,DIÊM HƯƠNG,KH001806,
HD104643,PTK06,2024-01-30 09:15:30,,Hoàn thành,,1041000,0,1041000,1041000,DIÊM HƯƠNG,KH000822,
HD104638,PTK06,2024-01-30 09:03:05,,Hoàn thành,,1885000,0,1885000,1885000,DIÊM HƯƠNG,KH000663,đã thu đủ tiền
HD104635,PTK06,2024-01-30 08:49:05,,Hoàn thành,,104000,0,104000,104000,DIÊM HƯƠNG,,
HD104633,PTK06,2024-01-30 08:29:54,,Hoàn thành,,2270000,0,2270000,2270000,DIÊM HƯƠNG,KH000861,giao hàng thu tiền
HD104627,PTK06,2024-01-30 08:21:12,,Hoàn thành,,217000,0,217000,217000,DIÊM HƯƠNG,,
HD104622,PTK06,2024-01-30 08:11:20,,Hoàn thành,,22000,0,22000,22000,DIÊM HƯƠNG,,
HD104621,PTK06,2024-01-30 08:04:28,,Hoàn thành,,92000,0,92000,92000,DIÊM HƯƠNG,,
HD104618,PTK06,2024-01-30 07:54:19,,Hoàn thành,,117000,0,117000,117000,DIÊM HƯƠNG,,
HD104617,PTK06,2024-01-30 07:53:10,,Hoàn thành,,835000,0,835000,835000,DIÊM HƯƠNG,KH000534,
HD104614,PTK06,2024-01-30 07:47:31,,Hoàn thành,,489000,0,489000,489000,DIÊM HƯƠNG,KH000068,
HD104611,PTK06,2024-01-30 07:38:20,,Hoàn thành,,12000,0,12000,12000,DIÊM HƯƠNG,,
HD104610,PTK06,2024-01-30 07:38:06,,Hoàn thành,,295000,0,295000,295000,DIÊM HƯƠNG,,
HD104608,PTK06,2024-01-30 07:34:51,,Hoàn thành,,212000,0,212000,212000,DIÊM HƯƠNG,,
HD104606,PTK06,2024-01-30 07:32:56,,Hoàn thành,,373000,0,373000,373000,DIÊM HƯƠNG,,
HD104599,PTK06,2024-01-30 07:14:50,,Hoàn thành,,280000,0,280000,280000,DIÊM HƯƠNG,KH001471,
HD104597,PTK06,2024-01-30 07:11:04,,Hoàn thành,,45000,0,45000,45000,DIÊM HƯƠNG,,
HD104595,PTK06,2024-01-30 07:08:02,,Hoàn thành,,45000,0,45000,45000,DIÊM HƯƠNG,,
HD104594,PTK06,2024-01-30 07:06:09,,Hoàn thành,,80000,0,80000,80000,DIÊM HƯƠNG,,
HD104591,PTK06,2024-01-30 07:03:56,,Hoàn thành,,30000,0,30000,30000,DIÊM HƯƠNG,,
HD104590,PTK06,2024-01-30 07:03:21,,Hoàn thành,,16000,0,16000,16000,DIÊM HƯƠNG,,
HD104589,PTK06,2024-01-30 07:03:11,,Hoàn thành,,52000,0,52000,52000,DIÊM HƯƠNG,KH003061,
HD104584,PTK06,2024-01-30 06:52:28,,Hoàn thành,,13000,0,13000,13000,DIÊM HƯƠNG,,
HD104581,PTK06,2024-01-30 06:51:49,,Hoàn thành,,40000,0,40000,40000,DIÊM HƯƠNG,,
HD104580,PTK06,2024-01-30 06:49:27,,Hoàn thành,,80000,0,80000,80000,DIÊM HƯƠNG,,
HD104578,PTK06,2024-01-30 06:44:19,,Hoàn thành,,243000,0,243000,243000,DIÊM HƯƠNG,,
HD104575,PTK06,2024-01-30 06:36:20,,Hoàn thành,,116000,0,116000,116000,DIÊM HƯƠNG,KH001808,
HD104572,PTK06,2024-01-30 06:29:13,,Hoàn thành,,78000,0,78000,78000,DIÊM HƯƠNG,KH003269,
HD104571,PTK06,2024-01-30 06:24:33,,Hoàn thành,,60000,0,60000,60000,DIÊM HƯƠNG,,
HD104570,PTK06,2024-01-29 17:26:42,,Hoàn thành,,17000,0,17000,17000,DIÊM HƯƠNG,,
HD104569,PTK06,2024-01-29 17:26:27,,Hoàn thành,,93000,0,93000,93000,DIÊM HƯƠNG,,
HD104567,PTK06,2024-01-29 17:17:37,,Hoàn thành,,80000,0,80000,80000,DIÊM HƯƠNG,,
HD104566,PTK06,2024-01-29 17:12:12,,Hoàn thành,,73000,0,73000,73000,DIÊM HƯƠNG,,
HD104565,PTK06,2024-01-29 17:10:12,,Hoàn thành,,62000,0,62000,62000,DIÊM HƯƠNG,,
HD104563,PTK06,2024-01-29 17:06:42,,Hoàn thành,,4920000,0,4920000,4920000,DIÊM HƯƠNG,KH000501,
HD104562,PTK06,2024-01-29 17:01:24,,Hoàn thành,,200000,0,200000,200000,DIÊM HƯƠNG,KH003047,
HD104561,PTK06,2024-01-29 17:01:03,,Hoàn thành,,700000,0,700000,700000,DIÊM HƯƠNG,,
HD104556,PTK06,2024-01-29 16:47:56,,Hoàn thành,,1120000,0,1120000,1120000,DIÊM HƯƠNG,KH000390,chuyển khoản
HD104553,PTK06,2024-01-29 16:42:21,,Hoàn thành,,695000,0,695000,695000,DIÊM HƯƠNG,,
HD104548,PTK06,2024-01-29 16:31:20,,Hoàn thành,,150000,0,150000,150000,DIÊM HƯƠNG,,
HD104546,PTK06,2024-01-29 16:29:21,,Hoàn thành,,115000,0,115000,115000,DIÊM HƯƠNG,KH001177,
HD104544,PTK06,2024-01-29 16:23:37,,Hoàn thành,,99000,0,99000,99000,DIÊM HƯƠNG,,
HD104541,PTK06,2024-01-29 16:16:36,,Hoàn thành,,69000,0,69000,69000,DIÊM HƯƠNG,,
HD104539,PTK06,2024-01-29 16:13:52,,Hoàn thành,,207000,0,207000,207000,DIÊM HƯƠNG,,
HD104535,PTK06,2024-01-29 15:52:11,,Hoàn thành,,345000,0,345000,345000,DIÊM HƯƠNG,,
HD104531,PTK06,2024-01-29 15:49:02,,Hoàn thành,,68000,0,68000,68000,DIÊM HƯƠNG,,
HD104529,PTK06,2024-01-29 15:44:58,,Hoàn thành,,130000,0,130000,130000,DIÊM HƯƠNG,,
HD104528,PTK06,2024-01-29 15:42:36,,Hoàn thành,,21000,0,21000,21000,DIÊM HƯƠNG,,
HD104527,PTK06,2024-01-29 15:40:54,,Hoàn thành,,200000,0,200000,200000,DIÊM HƯƠNG,KH001641,
HD104525,PTK06,2024-01-29 15:38:40,,Hoàn thành,,357000,0,357000,357000,DIÊM HƯƠNG,,
HD104516,PTK06,2024-01-29 15:28:50,,Hoàn thành,,90000,0,90000,90000,DIÊM HƯƠNG,,
HD104513,PTK06,2024-01-29 15:25:02,,Hoàn thành,,78000,0,78000,78000,DIÊM HƯƠNG,,
HD104511,PTK06,2024-01-29 15:20:07,,Hoàn thành,,90000,0,90000,90000,DIÊM HƯƠNG,,
HD104509,PTK06,2024-01-29 15:14:26,,Hoàn thành,,138000,0,138000,138000,DIÊM HƯƠNG,,
HD104503,PTK06,2024-01-29 14:59:43,,Hoàn thành,,260000,0,260000,260000,DIÊM HƯƠNG,KH000864,
HD104500,PTK06,2024-01-29 14:52:35,,Hoàn thành,,180000,0,180000,180000,DIÊM HƯƠNG,KH000238,
HD104498,PTK06,2024-01-29 14:42:04,,Hoàn thành,,245000,0,245000,245000,DIÊM HƯƠNG,KH000370,
HD104497,PTK06,2024-01-29 14:35:12,,Hoàn thành,,115000,0,115000,115000,DIÊM HƯƠNG,,
HD104495,PTK06,2024-01-29 14:34:43,,Hoàn thành,,97000,0,97000,97000,DIÊM HƯƠNG,,
HD104488,PTK06,2024-01-29 14:21:14,,Hoàn thành,,180000,0,180000,180000,DIÊM HƯƠNG,,
HD104487,PTK06,2024-01-29 14:19:25,,Hoàn thành,,203000,0,203000,203000,DIÊM HƯƠNG,KH001463,
HD104486,PTK06,2024-01-29 14:19:02,,Hoàn thành,,275000,0,275000,275000,DIÊM HƯƠNG,KH000514,
HD104484,PTK06,2024-01-29 14:13:22,,Hoàn thành,,210000,0,210000,210000,DIÊM HƯƠNG,KH001992,
HD104480,PTK06,2024-01-29 14:07:45,,Hoàn thành,,26000,0,26000,26000,DIÊM HƯƠNG,,
HD104477,PTK06,2024-01-29 14:02:05,,Hoàn thành,,58000,0,58000,58000,DIÊM HƯƠNG,,
HD104475,PTK06,2024-01-29 13:58:06,,Hoàn thành,,80000,0,80000,80000,DIÊM HƯƠNG,,
HD104466,PTK06,2024-01-29 13:32:15,,Hoàn thành,,52000,0,52000,52000,DIÊM HƯƠNG,KH003162,
HD104465,PTK06,2024-01-29 13:29:26,,Hoàn thành,,370000,0,370000,370000,DIÊM HƯƠNG,KH003873,
HD104460,PTK06,2024-01-29 13:04:03,,Hoàn thành,,25000,0,25000,25000,DIÊM HƯƠNG,,
HD104456,PTK06,2024-01-29 12:15:29,,Hoàn thành,,120000,0,120000,120000,DIÊM HƯƠNG,KH001550,
HD104454,PTK06,2024-01-29 11:49:13,,Hoàn thành,,154000,0,154000,154000,DIÊM HƯƠNG,KH004105,
HD104452,PTK06,2024-01-29 11:41:34,,Hoàn thành,,160000,0,160000,160000,DIÊM HƯƠNG,,
HD104446,PTK06,2024-01-29 11:32:25,,Hoàn thành,,323000,0,323000,323000,DIÊM HƯƠNG,,
HD104443,PTK06,2024-01-29 11:27:07,,Hoàn thành,,306000,0,306000,306000,DIÊM HƯƠNG,,
HD104441,PTK06,2024-01-29 11:07:12,,Hoàn thành,,150000,0,150000,150000,DIÊM HƯƠNG,,
HD104439,PTK06,2024-01-29 11:03:49,,Hoàn thành,,90000,0,90000,90000,DIÊM HƯƠNG,,
HD104438,PTK06,2024-01-29 11:03:10,,Hoàn thành,,277000,0,277000,277000,DIÊM HƯƠNG,KH000172,
HD104437,PTK06,2024-01-29 11:02:57,,Hoàn thành,,1800000,0,1800000,1800000,DIÊM HƯƠNG,KH002080,giao hàng thu tiền
HD104436,PTK06,2024-01-29 11:02:48,,Hoàn thành,,2212000,0,2212000,2212000,DIÊM HƯƠNG,KH001688,"giao hàng thu tiền
giao ở ngã 3 măng cục"
HD104433,PTK06,2024-01-29 10:45:04,,Hoàn thành,,105000,0,105000,105000,DIÊM HƯƠNG,,
HD104431,PTK06,2024-01-29 10:42:39,,Hoàn thành,,85000,0,85000,85000,DIÊM HƯƠNG,,
